examiner_total_payoff,examiner_strategy,ex_strategy,group_id_sess,round_number,student_total_payoff,player.company_decision,st_strategy,framed,dataset,strat_concat,cell_number,payoff_round_examiner,payoff_round_student
703,Don't Control,0,11,51,716,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
621,Don't Control,0,12,51,590,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
531,Control,1,13,51,398,Cheat,1,1,15,"Control, Cheat",1,12,2
592,Control,1,14,51,568,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
714,Don't Control,0,1,52,726,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
568,Control,1,2,52,522,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
541,Control,1,3,52,554,Cheat,1,1,15,"Control, Cheat",1,12,2
728,Don't Control,0,4,52,728,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
576,Don't Control,0,5,52,742,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
632,Don't Control,0,6,52,456,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
575,Control,1,7,52,524,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
725,Don't Control,0,8,52,724,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
616,Don't Control,0,9,52,634,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
654,Control,1,10,52,646,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
717,Don't Control,0,11,52,730,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
635,Don't Control,0,12,52,604,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
534,Don't Control,0,13,52,414,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
603,Control,1,14,52,578,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
728,Don't Control,0,1,53,740,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
579,Control,1,2,53,532,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
553,Control,1,3,53,556,Cheat,1,1,15,"Control, Cheat",1,12,2
742,Don't Control,0,4,53,742,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
590,Don't Control,0,5,53,756,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
646,Don't Control,0,6,53,470,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
586,Control,1,7,53,534,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
739,Don't Control,0,8,53,738,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
630,Don't Control,0,9,53,648,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
668,Don't Control,0,10,53,660,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
731,Don't Control,0,11,53,744,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
649,Don't Control,0,12,53,618,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
546,Control,1,13,53,416,Cheat,1,1,15,"Control, Cheat",1,12,2
614,Control,1,14,53,588,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
742,Don't Control,0,1,54,754,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
591,Control,1,2,54,534,Cheat,1,1,15,"Control, Cheat",1,12,2
564,Control,1,3,54,566,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
756,Don't Control,0,4,54,756,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
604,Don't Control,0,5,54,770,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
657,Control,1,6,54,480,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
597,Control,1,7,54,544,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
753,Don't Control,0,8,54,752,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
644,Don't Control,0,9,54,662,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
682,Don't Control,0,10,54,674,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
745,Don't Control,0,11,54,758,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
663,Don't Control,0,12,54,632,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
558,Control,1,13,54,418,Cheat,1,1,15,"Control, Cheat",1,12,2
625,Control,1,14,54,598,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
756,Don't Control,0,1,55,768,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
602,Control,1,2,55,544,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
576,Control,1,3,55,568,Cheat,1,1,15,"Control, Cheat",1,12,2
770,Don't Control,0,4,55,770,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
618,Don't Control,0,5,55,784,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
671,Don't Control,0,6,55,494,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
608,Control,1,7,55,554,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
767,Don't Control,0,8,55,766,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
647,Don't Control,0,9,55,678,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
696,Don't Control,0,10,55,688,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
759,Don't Control,0,11,55,772,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
677,Don't Control,0,12,55,646,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
569,Control,1,13,55,428,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
636,Control,1,14,55,608,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
770,Don't Control,0,1,56,782,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
613,Control,1,2,56,554,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
587,Control,1,3,56,578,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
784,Don't Control,0,4,56,784,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
632,Don't Control,0,5,56,798,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
685,Don't Control,0,6,56,508,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
619,Control,1,7,56,564,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
781,Don't Control,0,8,56,780,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
650,Don't Control,0,9,56,694,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
707,Control,1,10,56,698,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
773,Don't Control,0,11,56,786,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
691,Don't Control,0,12,56,660,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
581,Control,1,13,56,430,Cheat,1,1,15,"Control, Cheat",1,12,2
647,Control,1,14,56,618,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
784,Don't Control,0,1,57,796,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
624,Control,1,2,57,564,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
599,Control,1,3,57,580,Cheat,1,1,15,"Control, Cheat",1,12,2
798,Don't Control,0,4,57,798,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
646,Don't Control,0,5,57,812,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
699,Don't Control,0,6,57,522,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
630,Control,1,7,57,574,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
795,Don't Control,0,8,57,794,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
662,Control,1,9,57,696,Cheat,1,1,15,"Control, Cheat",1,12,2
721,Don't Control,0,10,57,712,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
787,Don't Control,0,11,57,800,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
705,Don't Control,0,12,57,674,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
593,Control,1,13,57,432,Cheat,1,1,15,"Control, Cheat",1,12,2
658,Control,1,14,57,628,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
798,Don't Control,0,1,58,810,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
635,Control,1,2,58,574,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
611,Control,1,3,58,582,Cheat,1,1,15,"Control, Cheat",1,12,2
812,Don't Control,0,4,58,812,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
660,Don't Control,0,5,58,826,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
713,Don't Control,0,6,58,536,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
641,Control,1,7,58,584,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
809,Don't Control,0,8,58,808,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
674,Control,1,9,58,698,Cheat,1,1,15,"Control, Cheat",1,12,2
735,Don't Control,0,10,58,726,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
801,Don't Control,0,11,58,814,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
719,Don't Control,0,12,58,688,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
604,Control,1,13,58,442,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
669,Control,1,14,58,638,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
812,Don't Control,0,1,59,824,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
646,Control,1,2,59,584,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
622,Control,1,3,59,592,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
826,Don't Control,0,4,59,826,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
674,Don't Control,0,5,59,840,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
724,Control,1,6,59,546,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
652,Control,1,7,59,594,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
823,Don't Control,0,8,59,822,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
686,Control,1,9,59,700,Cheat,1,1,15,"Control, Cheat",1,12,2
749,Don't Control,0,10,59,740,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
815,Don't Control,0,11,59,828,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
733,Don't Control,0,12,59,702,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
616,Control,1,13,59,444,Cheat,1,1,15,"Control, Cheat",1,12,2
680,Control,1,14,59,648,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
826,Don't Control,0,1,60,838,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
657,Control,1,2,60,594,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
633,Control,1,3,60,602,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
840,Don't Control,0,4,60,840,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
688,Don't Control,0,5,60,854,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
727,Don't Control,0,6,60,562,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
663,Control,1,7,60,604,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
837,Don't Control,0,8,60,836,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
697,Control,1,9,60,710,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
760,Control,1,10,60,750,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
829,Don't Control,0,11,60,842,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
747,Don't Control,0,12,60,716,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
628,Control,1,13,60,446,Cheat,1,1,15,"Control, Cheat",1,12,2
691,Control,1,14,60,658,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
840,Don't Control,0,1,61,852,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
668,Control,1,2,61,604,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
644,Control,1,3,61,612,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
854,Don't Control,0,4,61,854,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
702,Don't Control,0,5,61,868,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
739,Control,1,6,61,564,Cheat,1,1,15,"Control, Cheat",1,12,2
674,Control,1,7,61,614,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
851,Don't Control,0,8,61,850,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
708,Control,1,9,61,720,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
774,Don't Control,0,10,61,764,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
843,Don't Control,0,11,61,856,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
761,Don't Control,0,12,61,730,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
631,Don't Control,0,13,61,462,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
702,Control,1,14,61,668,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
854,Don't Control,0,1,62,866,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
679,Control,1,2,62,614,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
655,Control,1,3,62,622,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
868,Don't Control,0,4,62,868,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
716,Don't Control,0,5,62,882,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
750,Control,1,6,62,574,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
685,Control,1,7,62,624,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
865,Don't Control,0,8,62,864,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
722,Don't Control,0,9,62,734,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
788,Don't Control,0,10,62,778,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
857,Don't Control,0,11,62,870,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
775,Don't Control,0,12,62,744,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
642,Control,1,13,62,472,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
713,Control,1,14,62,678,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
868,Don't Control,0,1,63,880,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
690,Control,1,2,63,624,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
658,Don't Control,0,3,63,638,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
882,Don't Control,0,4,63,882,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
730,Don't Control,0,5,63,896,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
761,Control,1,6,63,584,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
696,Control,1,7,63,634,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
879,Don't Control,0,8,63,878,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
736,Don't Control,0,9,63,748,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
802,Don't Control,0,10,63,792,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
871,Don't Control,0,11,63,884,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
789,Don't Control,0,12,63,758,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
653,Control,1,13,63,482,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
724,Control,1,14,63,688,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
882,Don't Control,0,1,64,894,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
701,Control,1,2,64,634,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
669,Control,1,3,64,648,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
896,Don't Control,0,4,64,896,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
744,Don't Control,0,5,64,910,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
772,Control,1,6,64,594,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
707,Control,1,7,64,644,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
893,Don't Control,0,8,64,892,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
750,Don't Control,0,9,64,762,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
813,Control,1,10,64,802,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
885,Don't Control,0,11,64,898,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
803,Don't Control,0,12,64,772,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
656,Don't Control,0,13,64,498,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
735,Control,1,14,64,698,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
896,Don't Control,0,1,65,908,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
712,Control,1,2,65,644,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
683,Don't Control,0,3,65,662,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
910,Don't Control,0,4,65,910,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
758,Don't Control,0,5,65,924,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
784,Control,1,6,65,596,Cheat,1,1,15,"Control, Cheat",1,12,2
718,Control,1,7,65,654,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
907,Don't Control,0,8,65,906,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
764,Don't Control,0,9,65,776,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
824,Control,1,10,65,812,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
899,Don't Control,0,11,65,912,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
814,Control,1,12,65,782,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
670,Don't Control,0,13,65,512,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
746,Control,1,14,65,708,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
910,Don't Control,0,1,66,922,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
724,Control,1,2,66,646,Cheat,1,1,15,"Control, Cheat",1,12,2
695,Control,1,3,66,664,Cheat,1,1,15,"Control, Cheat",1,12,2
924,Don't Control,0,4,66,924,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
772,Don't Control,0,5,66,938,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
795,Control,1,6,66,606,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
729,Control,1,7,66,664,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
921,Don't Control,0,8,66,920,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
778,Don't Control,0,9,66,790,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
835,Control,1,10,66,822,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
913,Don't Control,0,11,66,926,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
825,Control,1,12,66,792,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
684,Don't Control,0,13,66,526,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
757,Control,1,14,66,718,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
924,Don't Control,0,1,67,936,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
735,Control,1,2,67,656,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
706,Control,1,3,67,674,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
938,Don't Control,0,4,67,938,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
786,Don't Control,0,5,67,952,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
806,Control,1,6,67,616,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
740,Control,1,7,67,674,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
935,Don't Control,0,8,67,934,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
792,Don't Control,0,9,67,804,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
846,Control,1,10,67,832,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
927,Don't Control,0,11,67,940,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
839,Don't Control,0,12,67,806,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
687,Don't Control,0,13,67,542,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
768,Control,1,14,67,728,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
938,Don't Control,0,1,68,950,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
746,Control,1,2,68,666,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
717,Control,1,3,68,684,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
952,Don't Control,0,4,68,952,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
800,Don't Control,0,5,68,966,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
820,Don't Control,0,6,68,630,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
751,Control,1,7,68,684,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
949,Don't Control,0,8,68,948,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
806,Don't Control,0,9,68,818,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
857,Control,1,10,68,842,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
941,Don't Control,0,11,68,954,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
853,Don't Control,0,12,68,820,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
698,Control,1,13,68,552,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
779,Control,1,14,68,738,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
952,Don't Control,0,1,69,964,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
757,Control,1,2,69,676,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
720,Don't Control,0,3,69,700,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
966,Don't Control,0,4,69,966,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
814,Don't Control,0,5,69,980,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
831,Control,1,6,69,640,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
762,Control,1,7,69,694,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
963,Don't Control,0,8,69,962,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
820,Don't Control,0,9,69,832,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
868,Control,1,10,69,852,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
955,Don't Control,0,11,69,968,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
867,Don't Control,0,12,69,834,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
701,Don't Control,0,13,69,568,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
790,Control,1,14,69,748,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
966,Don't Control,0,1,70,978,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
768,Control,1,2,70,686,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
732,Control,1,3,70,702,Cheat,1,1,15,"Control, Cheat",1,12,2
980,Don't Control,0,4,70,980,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
828,Don't Control,0,5,70,994,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
845,Don't Control,0,6,70,654,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
773,Control,1,7,70,704,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
977,Don't Control,0,8,70,976,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
831,Control,1,9,70,842,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
879,Control,1,10,70,862,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
969,Don't Control,0,11,70,982,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
881,Don't Control,0,12,70,848,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
712,Control,1,13,70,578,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
801,Control,1,14,70,758,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
11,Control,1,3,1,10,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
11,Control,1,4,1,10,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
11,Control,1,5,1,10,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
11,Control,1,7,1,10,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
11,Control,1,8,1,10,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
12,Control,1,9,1,2,Cheat,1,1,16,"Control, Cheat",1,12,2
11,Control,1,10,1,10,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
11,Control,1,11,1,10,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
3,Don't Control,0,12,1,16,Cheat,1,1,16,"Don't Control, Cheat",3,3,16
11,Control,1,13,1,10,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
22,Control,1,3,2,20,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
25,Don't Control,0,4,2,24,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
25,Don't Control,0,5,2,24,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
22,Control,1,7,2,20,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
23,Control,1,8,2,12,Cheat,1,1,16,"Control, Cheat",1,12,2
23,Control,1,9,2,12,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
22,Control,1,10,2,20,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
22,Control,1,11,2,20,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
15,Control,1,12,2,18,Cheat,1,1,16,"Control, Cheat",1,12,2
22,Control,1,13,2,20,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
33,Control,1,3,3,30,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
39,Don't Control,0,4,3,38,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
