examiner_total_payoff,examiner_strategy,ex_strategy,group_id_sess,round_number,student_total_payoff,player.company_decision,st_strategy,framed,dataset,strat_concat,cell_number,payoff_round_examiner,payoff_round_student
294,Don't Control,0,1,22,306,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
237,Control,1,2,22,230,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
196,Control,1,3,22,264,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
308,Don't Control,0,4,22,308,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
242,Don't Control,0,5,22,320,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
270,Don't Control,0,6,22,108,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
245,Control,1,7,22,224,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
305,Don't Control,0,8,22,304,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
286,Don't Control,0,9,22,260,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
287,Don't Control,0,10,22,280,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
297,Don't Control,0,11,22,310,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
245,Don't Control,0,12,22,224,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
234,Control,1,13,22,166,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
249,Control,1,14,22,246,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
308,Don't Control,0,1,23,320,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
248,Control,1,2,23,240,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
207,Control,1,3,23,274,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
322,Don't Control,0,4,23,322,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
256,Don't Control,0,5,23,334,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
273,Don't Control,0,6,23,124,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
256,Control,1,7,23,234,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
319,Don't Control,0,8,23,318,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
300,Don't Control,0,9,23,274,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
301,Don't Control,0,10,23,294,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
311,Don't Control,0,11,23,324,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
256,Control,1,12,23,234,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
248,Don't Control,0,13,23,180,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
260,Control,1,14,23,256,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
322,Don't Control,0,1,24,334,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
259,Control,1,2,24,250,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
221,Don't Control,0,3,24,288,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
336,Don't Control,0,4,24,336,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
270,Don't Control,0,5,24,348,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
285,Control,1,6,24,126,Cheat,1,1,15,"Control, Cheat",1,12,2
267,Control,1,7,24,244,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
333,Don't Control,0,8,24,332,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
314,Don't Control,0,9,24,288,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
315,Don't Control,0,10,24,308,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
325,Don't Control,0,11,24,338,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
270,Don't Control,0,12,24,248,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
260,Control,1,13,24,182,Cheat,1,1,15,"Control, Cheat",1,12,2
271,Control,1,14,24,266,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
336,Don't Control,0,1,25,348,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
270,Control,1,2,25,260,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
232,Control,1,3,25,298,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
350,Don't Control,0,4,25,350,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
273,Don't Control,0,5,25,364,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
296,Control,1,6,25,136,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
278,Control,1,7,25,254,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
347,Don't Control,0,8,25,346,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
325,Control,1,9,25,298,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
326,Control,1,10,25,318,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
339,Don't Control,0,11,25,352,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
284,Don't Control,0,12,25,262,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
271,Control,1,13,25,192,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
285,Don't Control,0,14,25,280,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
350,Don't Control,0,1,26,362,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
281,Control,1,2,26,270,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
246,Don't Control,0,3,26,312,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
364,Don't Control,0,4,26,364,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
287,Don't Control,0,5,26,378,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
308,Control,1,6,26,138,Cheat,1,1,15,"Control, Cheat",1,12,2
289,Control,1,7,26,264,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
361,Don't Control,0,8,26,360,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
328,Don't Control,0,9,26,314,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
340,Don't Control,0,10,26,332,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
353,Don't Control,0,11,26,366,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
295,Control,1,12,26,272,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
282,Control,1,13,26,202,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
296,Control,1,14,26,290,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
364,Don't Control,0,1,27,376,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
292,Control,1,2,27,280,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
249,Don't Control,0,3,27,328,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
378,Don't Control,0,4,27,378,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
290,Don't Control,0,5,27,394,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
319,Control,1,6,27,148,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
300,Control,1,7,27,274,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
375,Don't Control,0,8,27,374,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
342,Don't Control,0,9,27,328,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
343,Don't Control,0,10,27,348,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
367,Don't Control,0,11,27,380,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
309,Don't Control,0,12,27,286,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
294,Control,1,13,27,204,Cheat,1,1,15,"Control, Cheat",1,12,2
307,Control,1,14,27,300,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
378,Don't Control,0,1,28,390,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
303,Control,1,2,28,290,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
261,Control,1,3,28,330,Cheat,1,1,15,"Control, Cheat",1,12,2
392,Don't Control,0,4,28,392,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
304,Don't Control,0,5,28,408,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
330,Control,1,6,28,158,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
311,Control,1,7,28,284,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
389,Don't Control,0,8,28,388,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
356,Don't Control,0,9,28,342,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
354,Control,1,10,28,358,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
381,Don't Control,0,11,28,394,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
323,Don't Control,0,12,28,300,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
297,Don't Control,0,13,28,220,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
318,Control,1,14,28,310,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
392,Don't Control,0,1,29,404,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
314,Control,1,2,29,300,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
272,Control,1,3,29,340,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
406,Don't Control,0,4,29,406,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
318,Don't Control,0,5,29,422,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
341,Control,1,6,29,168,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
322,Control,1,7,29,294,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
403,Don't Control,0,8,29,402,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
367,Control,1,9,29,352,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
365,Control,1,10,29,368,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
395,Don't Control,0,11,29,408,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
334,Control,1,12,29,310,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
308,Control,1,13,29,230,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
329,Control,1,14,29,320,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
406,Don't Control,0,1,30,418,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
325,Control,1,2,30,310,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
283,Control,1,3,30,350,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
420,Don't Control,0,4,30,420,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
321,Don't Control,0,5,30,438,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
352,Control,1,6,30,178,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
333,Control,1,7,30,304,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
417,Don't Control,0,8,30,416,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
370,Don't Control,0,9,30,368,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
379,Don't Control,0,10,30,382,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
409,Don't Control,0,11,30,422,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
345,Control,1,12,30,320,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
319,Control,1,13,30,240,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
340,Control,1,14,30,330,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
420,Don't Control,0,1,31,432,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
336,Control,1,2,31,320,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
294,Control,1,3,31,360,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
434,Don't Control,0,4,31,434,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
324,Don't Control,0,5,31,454,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
363,Control,1,6,31,188,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
344,Control,1,7,31,314,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
431,Don't Control,0,8,31,430,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
384,Don't Control,0,9,31,382,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
393,Don't Control,0,10,31,396,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
423,Don't Control,0,11,31,436,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
356,Control,1,12,31,330,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
330,Control,1,13,31,250,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
351,Control,1,14,31,340,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
434,Don't Control,0,1,32,446,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
348,Control,1,2,32,322,Cheat,1,1,15,"Control, Cheat",1,12,2
305,Control,1,3,32,370,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
448,Don't Control,0,4,32,448,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
327,Don't Control,0,5,32,470,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
374,Control,1,6,32,198,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
355,Control,1,7,32,324,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
445,Don't Control,0,8,32,444,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
398,Don't Control,0,9,32,396,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
404,Control,1,10,32,406,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
437,Don't Control,0,11,32,450,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
370,Don't Control,0,12,32,344,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
333,Don't Control,0,13,32,266,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
362,Control,1,14,32,350,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
448,Don't Control,0,1,33,460,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
359,Control,1,2,33,332,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
316,Control,1,3,33,380,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
462,Don't Control,0,4,33,462,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
338,Control,1,5,33,480,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
388,Don't Control,0,6,33,212,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
366,Control,1,7,33,334,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
459,Don't Control,0,8,33,458,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
412,Don't Control,0,9,33,410,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
418,Don't Control,0,10,33,420,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
451,Don't Control,0,11,33,464,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
384,Don't Control,0,12,33,358,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
336,Don't Control,0,13,33,282,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
373,Control,1,14,33,360,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
462,Don't Control,0,1,34,474,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
370,Control,1,2,34,342,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
327,Control,1,3,34,390,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
476,Don't Control,0,4,34,476,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
352,Don't Control,0,5,34,494,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
402,Don't Control,0,6,34,226,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
377,Control,1,7,34,344,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
473,Don't Control,0,8,34,472,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
426,Don't Control,0,9,34,424,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
432,Don't Control,0,10,34,434,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
465,Don't Control,0,11,34,478,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
398,Don't Control,0,12,34,372,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
347,Control,1,13,34,292,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
384,Control,1,14,34,370,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
476,Don't Control,0,1,35,488,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
381,Control,1,2,35,352,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
338,Control,1,3,35,400,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
490,Don't Control,0,4,35,490,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
366,Don't Control,0,5,35,508,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
416,Don't Control,0,6,35,240,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
388,Control,1,7,35,354,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
487,Don't Control,0,8,35,486,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
437,Control,1,9,35,434,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
443,Control,1,10,35,444,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
479,Don't Control,0,11,35,492,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
412,Don't Control,0,12,35,386,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
359,Control,1,13,35,294,Cheat,1,1,15,"Control, Cheat",1,12,2
398,Don't Control,0,14,35,384,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
490,Don't Control,0,1,36,502,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
392,Control,1,2,36,362,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
352,Don't Control,0,3,36,414,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
504,Don't Control,0,4,36,504,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
380,Don't Control,0,5,36,522,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
430,Don't Control,0,6,36,254,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
399,Control,1,7,36,364,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
501,Don't Control,0,8,36,500,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
440,Don't Control,0,9,36,450,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
454,Control,1,10,36,454,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
493,Don't Control,0,11,36,506,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
426,Don't Control,0,12,36,400,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
371,Control,1,13,36,296,Cheat,1,1,15,"Control, Cheat",1,12,2
412,Don't Control,0,14,36,398,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
504,Don't Control,0,1,37,516,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
403,Control,1,2,37,372,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
364,Control,1,3,37,416,Cheat,1,1,15,"Control, Cheat",1,12,2
518,Don't Control,0,4,37,518,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
394,Don't Control,0,5,37,536,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
444,Don't Control,0,6,37,268,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
410,Control,1,7,37,374,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
515,Don't Control,0,8,37,514,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
443,Don't Control,0,9,37,466,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
465,Control,1,10,37,464,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
507,Don't Control,0,11,37,520,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
440,Don't Control,0,12,37,414,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
374,Don't Control,0,13,37,312,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
423,Control,1,14,37,408,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
518,Don't Control,0,1,38,530,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
414,Control,1,2,38,382,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
376,Control,1,3,38,418,Cheat,1,1,15,"Control, Cheat",1,12,2
532,Don't Control,0,4,38,532,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
397,Don't Control,0,5,38,552,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
458,Don't Control,0,6,38,282,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
421,Control,1,7,38,384,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
529,Don't Control,0,8,38,528,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
455,Control,1,9,38,468,Cheat,1,1,15,"Control, Cheat",1,12,2
479,Don't Control,0,10,38,478,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
521,Don't Control,0,11,38,534,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
454,Don't Control,0,12,38,428,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
386,Control,1,13,38,314,Cheat,1,1,15,"Control, Cheat",1,12,2
437,Don't Control,0,14,38,422,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
532,Don't Control,0,1,39,544,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
425,Control,1,2,39,392,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
387,Control,1,3,39,428,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
546,Don't Control,0,4,39,546,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
408,Control,1,5,39,562,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
472,Don't Control,0,6,39,296,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
432,Control,1,7,39,394,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
543,Don't Control,0,8,39,542,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
466,Control,1,9,39,478,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
493,Don't Control,0,10,39,492,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
535,Don't Control,0,11,39,548,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
468,Don't Control,0,12,39,442,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
398,Control,1,13,39,316,Cheat,1,1,15,"Control, Cheat",1,12,2
448,Control,1,14,39,432,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
546,Don't Control,0,1,40,558,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
436,Control,1,2,40,402,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
398,Control,1,3,40,438,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
560,Don't Control,0,4,40,560,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
422,Don't Control,0,5,40,576,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
486,Don't Control,0,6,40,310,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
443,Control,1,7,40,404,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
557,Don't Control,0,8,40,556,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
477,Control,1,9,40,488,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
507,Don't Control,0,10,40,506,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
549,Don't Control,0,11,40,562,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
482,Don't Control,0,12,40,456,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
412,Don't Control,0,13,40,330,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
459,Control,1,14,40,442,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
560,Don't Control,0,1,41,572,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
447,Control,1,2,41,412,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
409,Control,1,3,41,448,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
574,Don't Control,0,4,41,574,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
436,Don't Control,0,5,41,590,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
500,Don't Control,0,6,41,324,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
454,Control,1,7,41,414,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
571,Don't Control,0,8,41,570,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
488,Control,1,9,41,498,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
521,Don't Control,0,10,41,520,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
563,Don't Control,0,11,41,576,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
493,Control,1,12,41,466,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
423,Control,1,13,41,340,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
473,Don't Control,0,14,41,456,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
574,Don't Control,0,1,42,586,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
458,Control,1,2,42,422,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
420,Control,1,3,42,458,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
