id_in_session_p1,id_in_session_p2,participant_code_p1,participant_code_p2,total_payoff_p1,total_payoff_p2,payoff_round_p1,payoff_round_p2,examiner_decision,student_decision,Cell,p1s1,p1s2,p2s1,p2s2,pf_diff_p1_val,pf_diff_p2_val,pf_diff_p1_abs,pf_diff_p2_abs,pf_diff_p1_s,pf_diff_p2_s,game_id,round_number,framing
7,8,eze54kxk,20cc9xq0,47,44,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,eze54kxk20cc9xq0,4,0
11,12,ogmameyc,6h8woyh9,53,52,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ogmameyc6h8woyh9,4,0
13,14,ycniewr6,4txwixdq,49,28,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ycniewr64txwixdq,4,0
15,16,s48es8wr,cpep7vdg,50,48,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,s48es8wrcpep7vdg,4,0
17,18,o4plj56u,owd84sog,56,56,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,o4plj56uowd84sog,4,0
19,20,jiebe12q,gyckpsyt,47,44,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,jiebe12qgyckpsyt,4,0
21,22,7h7cf7jw,egrlpjt0,46,24,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7h7cf7jwegrlpjt0,4,0
23,24,w8d4usex,st9ftz75,47,44,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,w8d4usexst9ftz75,4,0
25,26,crzbb1pp,q9c5lo1x,56,56,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,crzbb1ppq9c5lo1x,4,0
27,28,6i6lsymy,0xwx0wrp,39,50,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,6i6lsymy0xwx0wrp,4,0
3,4,ursirs43,swbsts7n,54,56,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,ursirs43swbsts7n,5,0
5,6,bhaakguo,vntc9er4,64,62,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,bhaakguovntc9er4,5,0
7,8,eze54kxk,20cc9xq0,61,58,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,eze54kxk20cc9xq0,5,0
11,12,ogmameyc,6h8woyh9,67,66,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ogmameyc6h8woyh9,5,0
13,14,ycniewr6,4txwixdq,63,42,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ycniewr64txwixdq,5,0
15,16,s48es8wr,cpep7vdg,62,50,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,s48es8wrcpep7vdg,5,0
17,18,o4plj56u,owd84sog,70,70,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,o4plj56uowd84sog,5,0
19,20,jiebe12q,gyckpsyt,58,54,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,jiebe12qgyckpsyt,5,0
21,22,7h7cf7jw,egrlpjt0,57,34,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7h7cf7jwegrlpjt0,5,0
23,24,w8d4usex,st9ftz75,58,54,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,w8d4usexst9ftz75,5,0
25,26,crzbb1pp,q9c5lo1x,59,72,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,crzbb1ppq9c5lo1x,5,0
27,28,6i6lsymy,0xwx0wrp,42,66,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,6i6lsymy0xwx0wrp,5,0
3,4,ursirs43,swbsts7n,66,58,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,ursirs43swbsts7n,6,0
5,6,bhaakguo,vntc9er4,78,76,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,bhaakguovntc9er4,6,0
7,8,eze54kxk,20cc9xq0,75,72,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,eze54kxk20cc9xq0,6,0
11,12,ogmameyc,6h8woyh9,70,82,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,ogmameyc6h8woyh9,6,0
13,14,ycniewr6,4txwixdq,77,56,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ycniewr64txwixdq,6,0
15,16,s48es8wr,cpep7vdg,74,52,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,s48es8wrcpep7vdg,6,0
17,18,o4plj56u,owd84sog,84,84,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,o4plj56uowd84sog,6,0
19,20,jiebe12q,gyckpsyt,69,64,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,jiebe12qgyckpsyt,6,0
21,22,7h7cf7jw,egrlpjt0,69,36,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,7h7cf7jwegrlpjt0,6,0
23,24,w8d4usex,st9ftz75,72,68,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,w8d4usexst9ftz75,6,0
25,26,crzbb1pp,q9c5lo1x,73,86,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,crzbb1ppq9c5lo1x,6,0
27,28,6i6lsymy,0xwx0wrp,53,76,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,6i6lsymy0xwx0wrp,6,0
3,4,ursirs43,swbsts7n,77,68,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,ursirs43swbsts7n,7,0
5,6,bhaakguo,vntc9er4,92,90,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,bhaakguovntc9er4,7,0
7,8,eze54kxk,20cc9xq0,86,82,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,eze54kxk20cc9xq0,7,0
11,12,ogmameyc,6h8woyh9,73,98,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,ogmameyc6h8woyh9,7,0
13,14,ycniewr6,4txwixdq,88,66,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,ycniewr64txwixdq,7,0
15,16,s48es8wr,cpep7vdg,85,62,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,s48es8wrcpep7vdg,7,0
17,18,o4plj56u,owd84sog,98,98,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,o4plj56uowd84sog,7,0
19,20,jiebe12q,gyckpsyt,83,78,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,jiebe12qgyckpsyt,7,0
21,22,7h7cf7jw,egrlpjt0,80,46,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7h7cf7jwegrlpjt0,7,0
23,24,w8d4usex,st9ftz75,86,82,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,w8d4usexst9ftz75,7,0
25,26,crzbb1pp,q9c5lo1x,87,100,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,crzbb1ppq9c5lo1x,7,0
27,28,6i6lsymy,0xwx0wrp,65,78,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,6i6lsymy0xwx0wrp,7,0
3,4,ursirs43,swbsts7n,88,78,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,ursirs43swbsts7n,8,0
5,6,bhaakguo,vntc9er4,106,104,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,bhaakguovntc9er4,8,0
7,8,eze54kxk,20cc9xq0,100,96,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,eze54kxk20cc9xq0,8,0
11,12,ogmameyc,6h8woyh9,87,112,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ogmameyc6h8woyh9,8,0
13,14,ycniewr6,4txwixdq,102,80,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ycniewr64txwixdq,8,0
15,16,s48es8wr,cpep7vdg,99,76,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,s48es8wrcpep7vdg,8,0
17,18,o4plj56u,owd84sog,112,112,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,o4plj56uowd84sog,8,0
19,20,jiebe12q,gyckpsyt,97,92,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,jiebe12qgyckpsyt,8,0
21,22,7h7cf7jw,egrlpjt0,91,56,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7h7cf7jwegrlpjt0,8,0
23,24,w8d4usex,st9ftz75,100,96,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,w8d4usexst9ftz75,8,0
25,26,crzbb1pp,q9c5lo1x,90,116,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,crzbb1ppq9c5lo1x,8,0
27,28,6i6lsymy,0xwx0wrp,76,88,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,6i6lsymy0xwx0wrp,8,0
3,4,ursirs43,swbsts7n,100,80,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,ursirs43swbsts7n,9,0
5,6,bhaakguo,vntc9er4,120,118,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,bhaakguovntc9er4,9,0
7,8,eze54kxk,20cc9xq0,114,110,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,eze54kxk20cc9xq0,9,0
11,12,ogmameyc,6h8woyh9,90,128,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,ogmameyc6h8woyh9,9,0
13,14,ycniewr6,4txwixdq,116,94,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ycniewr64txwixdq,9,0
15,16,s48es8wr,cpep7vdg,102,92,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,s48es8wrcpep7vdg,9,0
17,18,o4plj56u,owd84sog,126,126,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,o4plj56uowd84sog,9,0
19,20,jiebe12q,gyckpsyt,111,106,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,jiebe12qgyckpsyt,9,0
21,22,7h7cf7jw,egrlpjt0,102,66,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7h7cf7jwegrlpjt0,9,0
23,24,w8d4usex,st9ftz75,114,110,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,w8d4usexst9ftz75,9,0
25,26,crzbb1pp,q9c5lo1x,93,132,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,crzbb1ppq9c5lo1x,9,0
27,28,6i6lsymy,0xwx0wrp,87,98,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,6i6lsymy0xwx0wrp,9,0
3,4,ursirs43,swbsts7n,112,82,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,ursirs43swbsts7n,10,0
5,6,bhaakguo,vntc9er4,134,132,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,bhaakguovntc9er4,10,0
7,8,eze54kxk,20cc9xq0,117,126,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,eze54kxk20cc9xq0,10,0
11,12,ogmameyc,6h8woyh9,104,142,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ogmameyc6h8woyh9,10,0
13,14,ycniewr6,4txwixdq,130,108,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ycniewr64txwixdq,10,0
15,16,s48es8wr,cpep7vdg,113,102,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,s48es8wrcpep7vdg,10,0
17,18,o4plj56u,owd84sog,140,140,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,o4plj56uowd84sog,10,0
19,20,jiebe12q,gyckpsyt,125,120,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,jiebe12qgyckpsyt,10,0
21,22,7h7cf7jw,egrlpjt0,113,76,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7h7cf7jwegrlpjt0,10,0
23,24,w8d4usex,st9ftz75,125,120,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,w8d4usexst9ftz75,10,0
25,26,crzbb1pp,q9c5lo1x,104,142,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,crzbb1ppq9c5lo1x,10,0
27,28,6i6lsymy,0xwx0wrp,101,112,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,6i6lsymy0xwx0wrp,10,0
3,4,ursirs43,swbsts7n,123,92,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,ursirs43swbsts7n,11,0
5,6,bhaakguo,vntc9er4,148,146,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,bhaakguovntc9er4,11,0
7,8,eze54kxk,20cc9xq0,128,136,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,eze54kxk20cc9xq0,11,0
11,12,ogmameyc,6h8woyh9,118,156,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ogmameyc6h8woyh9,11,0
13,14,ycniewr6,4txwixdq,144,122,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ycniewr64txwixdq,11,0
15,16,s48es8wr,cpep7vdg,125,104,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,s48es8wrcpep7vdg,11,0
17,18,o4plj56u,owd84sog,143,156,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,o4plj56uowd84sog,11,0
19,20,jiebe12q,gyckpsyt,139,134,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,jiebe12qgyckpsyt,11,0
21,22,7h7cf7jw,egrlpjt0,125,78,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,7h7cf7jwegrlpjt0,11,0
23,24,w8d4usex,st9ftz75,136,130,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,w8d4usexst9ftz75,11,0
25,26,crzbb1pp,q9c5lo1x,107,158,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,crzbb1ppq9c5lo1x,11,0
27,28,6i6lsymy,0xwx0wrp,104,128,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,6i6lsymy0xwx0wrp,11,0
3,4,ursirs43,swbsts7n,135,94,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,ursirs43swbsts7n,12,0
5,6,bhaakguo,vntc9er4,162,160,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,bhaakguovntc9er4,12,0
7,8,eze54kxk,20cc9xq0,139,146,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,eze54kxk20cc9xq0,12,0
11,12,ogmameyc,6h8woyh9,132,170,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ogmameyc6h8woyh9,12,0
13,14,ycniewr6,4txwixdq,158,136,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ycniewr64txwixdq,12,0
15,16,s48es8wr,cpep7vdg,136,114,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,s48es8wrcpep7vdg,12,0
17,18,o4plj56u,owd84sog,154,166,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,o4plj56uowd84sog,12,0
19,20,jiebe12q,gyckpsyt,153,148,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,jiebe12qgyckpsyt,12,0
21,22,7h7cf7jw,egrlpjt0,136,88,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7h7cf7jwegrlpjt0,12,0
23,24,w8d4usex,st9ftz75,147,140,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,w8d4usexst9ftz75,12,0
25,26,crzbb1pp,q9c5lo1x,119,160,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,crzbb1ppq9c5lo1x,12,0
27,28,6i6lsymy,0xwx0wrp,116,130,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,6i6lsymy0xwx0wrp,12,0
3,4,ursirs43,swbsts7n,147,96,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,ursirs43swbsts7n,13,0
5,6,bhaakguo,vntc9er4,176,174,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,bhaakguovntc9er4,13,0
7,8,eze54kxk,20cc9xq0,153,160,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,eze54kxk20cc9xq0,13,0
11,12,ogmameyc,6h8woyh9,135,186,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,ogmameyc6h8woyh9,13,0
13,14,ycniewr6,4txwixdq,172,150,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ycniewr64txwixdq,13,0
15,16,s48es8wr,cpep7vdg,147,124,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,s48es8wrcpep7vdg,13,0
17,18,o4plj56u,owd84sog,165,176,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,o4plj56uowd84sog,13,0
19,20,jiebe12q,gyckpsyt,167,162,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,jiebe12qgyckpsyt,13,0
21,22,7h7cf7jw,egrlpjt0,147,98,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7h7cf7jwegrlpjt0,13,0
23,24,w8d4usex,st9ftz75,161,154,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,w8d4usexst9ftz75,13,0
25,26,crzbb1pp,q9c5lo1x,130,170,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,crzbb1ppq9c5lo1x,13,0
27,28,6i6lsymy,0xwx0wrp,127,140,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,6i6lsymy0xwx0wrp,13,0
3,4,ursirs43,swbsts7n,158,106,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,ursirs43swbsts7n,14,0
5,6,bhaakguo,vntc9er4,190,188,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,bhaakguovntc9er4,14,0
7,8,eze54kxk,20cc9xq0,167,174,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,eze54kxk20cc9xq0,14,0
11,12,ogmameyc,6h8woyh9,138,202,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,ogmameyc6h8woyh9,14,0
13,14,ycniewr6,4txwixdq,186,164,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ycniewr64txwixdq,14,0
15,16,s48es8wr,cpep7vdg,161,138,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,s48es8wrcpep7vdg,14,0
17,18,o4plj56u,owd84sog,179,190,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,o4plj56uowd84sog,14,0
19,20,jiebe12q,gyckpsyt,181,176,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,jiebe12qgyckpsyt,14,0
21,22,7h7cf7jw,egrlpjt0,158,108,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7h7cf7jwegrlpjt0,14,0
23,24,w8d4usex,st9ftz75,175,168,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,w8d4usexst9ftz75,14,0
25,26,crzbb1pp,q9c5lo1x,142,172,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,crzbb1ppq9c5lo1x,14,0
27,28,6i6lsymy,0xwx0wrp,139,142,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,6i6lsymy0xwx0wrp,14,0
3,4,ursirs43,swbsts7n,169,116,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,ursirs43swbsts7n,15,0
5,6,bhaakguo,vntc9er4,204,202,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,bhaakguovntc9er4,15,0
7,8,eze54kxk,20cc9xq0,181,188,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,eze54kxk20cc9xq0,15,0
11,12,ogmameyc,6h8woyh9,141,218,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,ogmameyc6h8woyh9,15,0
13,14,ycniewr6,4txwixdq,200,178,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ycniewr64txwixdq,15,0
15,16,s48es8wr,cpep7vdg,175,152,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,s48es8wrcpep7vdg,15,0
17,18,o4plj56u,owd84sog,193,204,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,o4plj56uowd84sog,15,0
19,20,jiebe12q,gyckpsyt,195,190,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,jiebe12qgyckpsyt,15,0
21,22,7h7cf7jw,egrlpjt0,169,118,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7h7cf7jwegrlpjt0,15,0
23,24,w8d4usex,st9ftz75,186,178,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,w8d4usexst9ftz75,15,0
25,26,crzbb1pp,q9c5lo1x,145,188,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,crzbb1ppq9c5lo1x,15,0
27,28,6i6lsymy,0xwx0wrp,151,144,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,6i6lsymy0xwx0wrp,15,0
3,4,ursirs43,swbsts7n,180,126,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,ursirs43swbsts7n,16,0
5,6,bhaakguo,vntc9er4,218,216,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,bhaakguovntc9er4,16,0
7,8,eze54kxk,20cc9xq0,195,202,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,eze54kxk20cc9xq0,16,0
11,12,ogmameyc,6h8woyh9,152,228,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,ogmameyc6h8woyh9,16,0
13,14,ycniewr6,4txwixdq,214,192,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ycniewr64txwixdq,16,0
15,16,s48es8wr,cpep7vdg,189,166,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,s48es8wrcpep7vdg,16,0
17,18,o4plj56u,owd84sog,207,218,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,o4plj56uowd84sog,16,0
19,20,jiebe12q,gyckpsyt,209,204,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,jiebe12qgyckpsyt,16,0
21,22,7h7cf7jw,egrlpjt0,180,128,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7h7cf7jwegrlpjt0,16,0
23,24,w8d4usex,st9ftz75,200,192,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,w8d4usexst9ftz75,16,0
25,26,crzbb1pp,q9c5lo1x,157,190,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,crzbb1ppq9c5lo1x,16,0
27,28,6i6lsymy,0xwx0wrp,162,154,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,6i6lsymy0xwx0wrp,16,0
3,4,ursirs43,swbsts7n,191,136,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,ursirs43swbsts7n,17,0
5,6,bhaakguo,vntc9er4,232,230,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,bhaakguovntc9er4,17,0
7,8,eze54kxk,20cc9xq0,209,216,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,eze54kxk20cc9xq0,17,0
11,12,ogmameyc,6h8woyh9,163,238,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,ogmameyc6h8woyh9,17,0
13,14,ycniewr6,4txwixdq,228,206,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ycniewr64txwixdq,17,0
15,16,s48es8wr,cpep7vdg,203,180,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,s48es8wrcpep7vdg,17,0
17,18,o4plj56u,owd84sog,221,232,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,o4plj56uowd84sog,17,0
19,20,jiebe12q,gyckpsyt,223,218,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,jiebe12qgyckpsyt,17,0
21,22,7h7cf7jw,egrlpjt0,191,138,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7h7cf7jwegrlpjt0,17,0
